LOG D'ÉTAT PAR STEP (temps continu)
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,7.00), intent=none
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,9.00), intent=none
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,11.00), intent=none

===== STEP 34 | temps simulé = 6.80 s =====
- team=A, type=Pikeman, HP=55.0, pos=(10.45,6.62), intent=move_to(15.00,7.00)
- team=A, type=Pikeman, HP=55.0, pos=(10.48,7.00), intent=move_to(15.00,7.00)
- team=A, type=Pikeman, HP=55.0, pos=(10.45,7.38), intent=move_to(15.00,7.00)
- team=A, type=Pikeman, HP=55.0, pos=(10.48,9.00), intent=move_to(15.00,9.00)
- team=A, type=Pikeman, HP=55.0, pos=(10.45,9.38), intent=move_to(15.00,9.00)
- team=A, type=Knight, HP=92.0, pos=(12.88,7.00), intent=move_to(15.00,7.00)
- team=A, type=Knight, HP=100.0, pos=(12.85,7.17), intent=move_to(15.00,7.00)
- team=A, type=Knight, HP=92.0, pos=(12.88,9.00), intent=move_to(15.00,9.00)
- team=A, type=Crossbowman, HP=35.0, pos=(7.51,6.47), intent=move_to(15.00,7.00)
- team=A, type=Crossbowman, HP=35.0, pos=(7.51,7.53), intent=move_to(15.00,7.00)
- team=A, type=Crossbowman, HP=35.0, pos=(7.51,9.53), intent=move_to(15.00,9.00)
- team=B, type=Pikeman, HP=55.0, pos=(16.00,6.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,7.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,8.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,9.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,10.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,11.00), intent=none
- team=B, type=Knight, HP=100.0, pos=(15.00,7.00), intent=none
- team=B, type=Knight, HP=100.0, pos=(15.00,9.00), intent=none
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,5.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,7.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,9.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,11.00), intent=attack(Knight)

===== STEP 35 | temps simulé = 7.00 s =====
- team=A, type=Pikeman, HP=55.0, pos=(10.67,6.64), intent=move_to(15.00,7.00)
- team=A, type=Pikeman, HP=55.0, pos=(10.70,7.00), intent=move_to(15.00,7.00)
- team=A, type=Pikeman, HP=55.0, pos=(10.67,7.36), intent=move_to(15.00,7.00)
- team=A, type=Pikeman, HP=55.0, pos=(10.70,9.00), intent=move_to(15.00,9.00)
- team=A, type=Pikeman, HP=55.0, pos=(10.67,9.36), intent=move_to(15.00,9.00)
- team=A, type=Knight, HP=92.0, pos=(13.20,7.00), intent=move_to(15.00,7.00)
- team=A, type=Knight, HP=100.0, pos=(13.17,7.14), intent=move_to(15.00,7.00)
- team=A, type=Knight, HP=92.0, pos=(13.20,9.00), intent=move_to(15.00,9.00)
- team=A, type=Crossbowman, HP=35.0, pos=(7.70,6.48), intent=move_to(15.00,7.00)
- team=A, type=Crossbowman, HP=35.0, pos=(7.70,7.52), intent=move_to(15.00,7.00)
- team=A, type=Crossbowman, HP=35.0, pos=(7.70,9.52), intent=move_to(15.00,9.00)
- team=B, type=Pikeman, HP=55.0, pos=(16.00,6.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,7.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,8.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,9.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,10.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,11.00), intent=none
- team=B, type=Knight, HP=100.0, pos=(15.00,7.00), intent=none
- team=B, type=Knight, HP=100.0, pos=(15.00,9.00), intent=none
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,5.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,7.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,9.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,11.00), intent=attack(Knight)

===== STEP 36 | temps simulé = 7.20 s =====
- team=A, type=Pikeman, HP=55.0, pos=(10.89,6.66), intent=move_to(15.00,7.00)
- team=A, type=Pikeman, HP=55.0, pos=(10.92,7.00), intent=move_to(15.00,7.00)
- team=A, type=Pikeman, HP=55.0, pos=(10.89,7.34), intent=move_to(15.00,7.00)
- team=A, type=Pikeman, HP=55.0, pos=(10.92,9.00), intent=move_to(15.00,9.00)
- team=A, type=Pikeman, HP=55.0, pos=(10.89,9.34), intent=move_to(15.00,9.00)
- team=A, type=Knight, HP=92.0, pos=(13.52,7.00), intent=move_to(15.00,7.00)
- team=A, type=Knight, HP=100.0, pos=(13.49,7.12), intent=move_to(15.00,7.00)
- team=A, type=Knight, HP=92.0, pos=(13.52,9.00), intent=move_to(15.00,9.00)
- team=A, type=Crossbowman, HP=35.0, pos=(7.89,6.49), intent=move_to(15.00,7.00)
- team=A, type=Crossbowman, HP=35.0, pos=(7.89,7.51), intent=move_to(15.00,7.00)
- team=A, type=Crossbowman, HP=35.0, pos=(7.89,9.51), intent=move_to(15.00,9.00)
- team=B, type=Pikeman, HP=55.0, pos=(16.00,6.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,7.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,8.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,9.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,10.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,11.00), intent=none
- team=B, type=Knight, HP=100.0, pos=(15.00,7.00), intent=none
- team=B, type=Knight, HP=100.0, pos=(15.00,9.00), intent=none
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,5.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,7.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,9.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,11.00), intent=attack(Knight)

===== STEP 37 | temps simulé = 7.40 s =====
- team=A, type=Pikeman, HP=55.0, pos=(11.11,6.68), intent=move_to(15.00,7.00)
- team=A, type=Pikeman, HP=55.0, pos=(11.14,7.00), intent=move_to(15.00,7.00)
- team=A, type=Pikeman, HP=55.0, pos=(11.11,7.32), intent=move_to(15.00,7.00)
- team=A, type=Pikeman, HP=55.0, pos=(11.14,9.00), intent=move_to(15.00,9.00)
- team=A, type=Pikeman, HP=55.0, pos=(11.11,9.32), intent=move_to(15.00,9.00)
- team=A, type=Knight, HP=92.0, pos=(13.84,7.00), intent=move_to(15.00,7.00)
- team=A, type=Knight, HP=100.0, pos=(13.81,7.09), intent=move_to(15.00,7.00)
- team=A, type=Knight, HP=92.0, pos=(13.84,9.00), intent=move_to(15.00,9.00)
- team=A, type=Crossbowman, HP=35.0, pos=(8.09,6.51), intent=move_to(15.00,7.00)
- team=A, type=Crossbowman, HP=35.0, pos=(8.09,7.49), intent=move_to(15.00,7.00)
- team=A, type=Crossbowman, HP=35.0, pos=(8.09,9.49), intent=move_to(15.00,9.00)
- team=B, type=Pikeman, HP=55.0, pos=(16.00,6.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,7.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,8.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,9.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,10.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,11.00), intent=none
- team=B, type=Knight, HP=100.0, pos=(15.00,7.00), intent=none
- team=B, type=Knight, HP=100.0, pos=(15.00,9.00), intent=none
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,5.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,7.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,9.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,11.00), intent=attack(Knight)

===== STEP 38 | temps simulé = 7.60 s =====
- team=A, type=Pikeman, HP=55.0, pos=(11.33,6.69), intent=move_to(15.00,7.00)
- team=A, type=Pikeman, HP=55.0, pos=(11.36,7.00), intent=move_to(15.00,7.00)
- team=A, type=Pikeman, HP=55.0, pos=(11.33,7.31), intent=move_to(15.00,7.00)
- team=A, type=Pikeman, HP=55.0, pos=(11.36,9.00), intent=move_to(15.00,9.00)
- team=A, type=Pikeman, HP=55.0, pos=(11.33,9.31), intent=move_to(15.00,9.00)
- team=A, type=Knight, HP=92.0, pos=(14.16,7.00), intent=move_to(15.00,7.00)
- team=A, type=Knight, HP=100.0, pos=(14.12,7.07), intent=move_to(15.00,7.00)
- team=A, type=Knight, HP=92.0, pos=(14.16,9.00), intent=move_to(15.00,9.00)
- team=A, type=Crossbowman, HP=35.0, pos=(8.28,6.52), intent=move_to(15.00,7.00)
- team=A, type=Crossbowman, HP=35.0, pos=(8.28,7.48), intent=move_to(15.00,7.00)
- team=A, type=Crossbowman, HP=35.0, pos=(8.28,9.48), intent=move_to(15.00,9.00)
- team=B, type=Pikeman, HP=55.0, pos=(16.00,6.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,7.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,8.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,9.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,10.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,11.00), intent=none
- team=B, type=Knight, HP=100.0, pos=(15.00,7.00), intent=none
- team=B, type=Knight, HP=100.0, pos=(15.00,9.00), intent=none
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,5.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,7.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,9.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,11.00), intent=attack(Knight)

===== STEP 39 | temps simulé = 7.80 s =====
- team=A, type=Pikeman, HP=55.0, pos=(11.55,6.71), intent=move_to(15.00,7.00)
- team=A, type=Pikeman, HP=55.0, pos=(11.58,7.00), intent=move_to(15.00,7.00)
- team=A, type=Pikeman, HP=55.0, pos=(11.55,7.29), intent=move_to(15.00,7.00)
- team=A, type=Pikeman, HP=55.0, pos=(11.58,9.00), intent=move_to(15.00,9.00)
- team=A, type=Pikeman, HP=55.0, pos=(11.55,9.29), intent=move_to(15.00,9.00)
- team=A, type=Knight, HP=92.0, pos=(14.16,7.00), intent=attack(Knight)
- team=A, type=Knight, HP=100.0, pos=(14.12,7.07), intent=attack(Knight)
- team=A, type=Knight, HP=92.0, pos=(14.16,9.00), intent=attack(Knight)
- team=A, type=Crossbowman, HP=35.0, pos=(8.47,6.53), intent=move_to(15.00,7.00)
- team=A, type=Crossbowman, HP=35.0, pos=(8.47,7.47), intent=move_to(15.00,7.00)
- team=A, type=Crossbowman, HP=35.0, pos=(8.47,9.47), intent=move_to(15.00,9.00)
- team=B, type=Pikeman, HP=55.0, pos=(16.00,6.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,7.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,8.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,9.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,10.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,11.00), intent=none
- team=B, type=Knight, HP=88.0, pos=(15.00,7.00), intent=none
- team=B, type=Knight, HP=94.0, pos=(15.00,9.00), intent=none
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,5.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,7.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,9.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,11.00), intent=attack(Knight)

===== STEP 40 | temps simulé = 8.00 s =====
- team=A, type=Pikeman, HP=55.0, pos=(11.77,6.73), intent=move_to(15.00,7.00)
- team=A, type=Pikeman, HP=55.0, pos=(11.80,7.00), intent=move_to(15.00,7.00)
- team=A, type=Pikeman, HP=55.0, pos=(11.77,7.27), intent=move_to(15.00,7.00)
- team=A, type=Pikeman, HP=55.0, pos=(11.80,9.00), intent=move_to(15.00,9.00)
- team=A, type=Pikeman, HP=55.0, pos=(11.77,9.27), intent=move_to(15.00,9.00)
- team=A, type=Knight, HP=92.0, pos=(14.16,7.00), intent=attack(Knight)
- team=A, type=Knight, HP=100.0, pos=(14.12,7.07), intent=attack(Knight)
- team=A, type=Knight, HP=92.0, pos=(14.16,9.00), intent=attack(Knight)
- team=A, type=Crossbowman, HP=35.0, pos=(8.66,6.55), intent=move_to(15.00,7.00)
- team=A, type=Crossbowman, HP=35.0, pos=(8.66,7.45), intent=move_to(15.00,7.00)
- team=A, type=Crossbowman, HP=35.0, pos=(8.66,9.45), intent=move_to(15.00,9.00)
- team=B, type=Pikeman, HP=55.0, pos=(16.00,6.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,7.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,8.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,9.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,10.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,11.00), intent=none
- team=B, type=Knight, HP=88.0, pos=(15.00,7.00), intent=none
- team=B, type=Knight, HP=94.0, pos=(15.00,9.00), intent=none
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,5.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,7.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,9.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,11.00), intent=attack(Knight)

===== STEP 41 | temps simulé = 8.20 s =====
- team=A, type=Pikeman, HP=55.0, pos=(11.99,6.75), intent=move_to(15.00,7.00)
- team=A, type=Pikeman, HP=55.0, pos=(12.02,7.00), intent=move_to(15.00,7.00)
- team=A, type=Pikeman, HP=55.0, pos=(11.99,7.25), intent=move_to(15.00,7.00)
- team=A, type=Pikeman, HP=55.0, pos=(12.02,9.00), intent=move_to(15.00,9.00)
- team=A, type=Pikeman, HP=55.0, pos=(11.99,9.25), intent=move_to(15.00,9.00)
- team=A, type=Knight, HP=92.0, pos=(14.16,7.00), intent=attack(Knight)
- team=A, type=Knight, HP=100.0, pos=(14.12,7.07), intent=attack(Knight)
- team=A, type=Knight, HP=92.0, pos=(14.16,9.00), intent=attack(Knight)
- team=A, type=Crossbowman, HP=35.0, pos=(8.85,6.56), intent=move_to(15.00,7.00)
- team=A, type=Crossbowman, HP=35.0, pos=(8.85,7.44), intent=move_to(15.00,7.00)
- team=A, type=Crossbowman, HP=35.0, pos=(8.85,9.44), intent=move_to(15.00,9.00)
- team=B, type=Pikeman, HP=55.0, pos=(16.00,6.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,7.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,8.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,9.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,10.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,11.00), intent=none
- team=B, type=Knight, HP=88.0, pos=(15.00,7.00), intent=none
- team=B, type=Knight, HP=94.0, pos=(15.00,9.00), intent=none
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,5.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,7.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,9.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,11.00), intent=attack(Knight)

===== STEP 42 | temps simulé = 8.40 s =====
- team=A, type=Pikeman, HP=55.0, pos=(12.21,6.77), intent=move_to(15.00,7.00)
- team=A, type=Pikeman, HP=55.0, pos=(12.24,7.00), intent=move_to(15.00,7.00)
- team=A, type=Pikeman, HP=55.0, pos=(12.21,7.23), intent=move_to(15.00,7.00)
- team=A, type=Pikeman, HP=55.0, pos=(12.24,9.00), intent=move_to(15.00,9.00)
- team=A, type=Pikeman, HP=55.0, pos=(12.21,9.23), intent=move_to(15.00,9.00)
- team=A, type=Knight, HP=92.0, pos=(14.16,7.00), intent=attack(Knight)
- team=A, type=Knight, HP=100.0, pos=(14.12,7.07), intent=attack(Knight)
- team=A, type=Knight, HP=92.0, pos=(14.16,9.00), intent=attack(Knight)
- team=A, type=Crossbowman, HP=35.0, pos=(9.04,6.57), intent=move_to(15.00,7.00)
- team=A, type=Crossbowman, HP=35.0, pos=(9.04,7.43), intent=move_to(15.00,7.00)
- team=A, type=Crossbowman, HP=35.0, pos=(9.04,9.43), intent=move_to(15.00,9.00)
- team=B, type=Pikeman, HP=55.0, pos=(16.00,6.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,7.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,8.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,9.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,10.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,11.00), intent=none
- team=B, type=Knight, HP=88.0, pos=(15.00,7.00), intent=none
- team=B, type=Knight, HP=94.0, pos=(15.00,9.00), intent=none
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,5.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,7.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,9.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,11.00), intent=attack(Knight)

===== STEP 43 | temps simulé = 8.60 s =====
- team=A, type=Pikeman, HP=55.0, pos=(12.43,6.79), intent=move_to(15.00,7.00)
- team=A, type=Pikeman, HP=55.0, pos=(12.46,7.00), intent=move_to(15.00,7.00)
- team=A, type=Pikeman, HP=55.0, pos=(12.43,7.21), intent=move_to(15.00,7.00)
- team=A, type=Pikeman, HP=55.0, pos=(12.46,9.00), intent=move_to(15.00,9.00)
- team=A, type=Pikeman, HP=55.0, pos=(12.43,9.21), intent=move_to(15.00,9.00)
- team=A, type=Knight, HP=86.0, pos=(14.16,7.00), intent=attack(Knight)
- team=A, type=Knight, HP=100.0, pos=(14.12,7.07), intent=attack(Knight)
- team=A, type=Knight, HP=86.0, pos=(14.16,9.00), intent=attack(Knight)
- team=A, type=Crossbowman, HP=35.0, pos=(9.24,6.59), intent=move_to(15.00,7.00)
- team=A, type=Crossbowman, HP=35.0, pos=(9.24,7.41), intent=move_to(15.00,7.00)
- team=A, type=Crossbowman, HP=35.0, pos=(9.24,9.41), intent=move_to(15.00,9.00)
- team=B, type=Pikeman, HP=55.0, pos=(16.00,6.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,7.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,8.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,9.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,10.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,11.00), intent=none
- team=B, type=Knight, HP=88.0, pos=(15.00,7.00), intent=attack(Knight)
- team=B, type=Knight, HP=94.0, pos=(15.00,9.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,5.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,7.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,9.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,11.00), intent=attack(Knight)

===== STEP 44 | temps simulé = 8.80 s =====
- team=A, type=Pikeman, HP=55.0, pos=(12.65,6.80), intent=move_to(15.00,7.00)
- team=A, type=Pikeman, HP=55.0, pos=(12.68,7.00), intent=move_to(15.00,7.00)
- team=A, type=Pikeman, HP=55.0, pos=(12.65,7.20), intent=move_to(15.00,7.00)
- team=A, type=Pikeman, HP=55.0, pos=(12.68,9.00), intent=move_to(15.00,9.00)
- team=A, type=Pikeman, HP=55.0, pos=(12.65,9.20), intent=move_to(15.00,9.00)
- team=A, type=Knight, HP=86.0, pos=(14.16,7.00), intent=attack(Knight)
- team=A, type=Knight, HP=100.0, pos=(14.12,7.07), intent=attack(Knight)
- team=A, type=Knight, HP=86.0, pos=(14.16,9.00), intent=attack(Knight)
- team=A, type=Crossbowman, HP=35.0, pos=(9.43,6.60), intent=move_to(15.00,7.00)
- team=A, type=Crossbowman, HP=35.0, pos=(9.43,7.40), intent=move_to(15.00,7.00)
- team=A, type=Crossbowman, HP=35.0, pos=(9.43,9.40), intent=move_to(15.00,9.00)
- team=B, type=Pikeman, HP=55.0, pos=(16.00,6.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,7.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,8.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,9.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,10.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,11.00), intent=none
- team=B, type=Knight, HP=88.0, pos=(15.00,7.00), intent=attack(Knight)
- team=B, type=Knight, HP=94.0, pos=(15.00,9.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,5.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,7.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,9.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,11.00), intent=attack(Knight)

===== STEP 45 | temps simulé = 9.00 s =====
- team=A, type=Pikeman, HP=55.0, pos=(12.87,6.82), intent=move_to(15.00,7.00)
- team=A, type=Pikeman, HP=55.0, pos=(12.90,7.00), intent=move_to(15.00,7.00)
- team=A, type=Pikeman, HP=55.0, pos=(12.87,7.18), intent=move_to(15.00,7.00)
- team=A, type=Pikeman, HP=55.0, pos=(12.90,9.00), intent=move_to(15.00,9.00)
- team=A, type=Pikeman, HP=55.0, pos=(12.87,9.18), intent=move_to(15.00,9.00)
- team=A, type=Knight, HP=82.0, pos=(14.16,7.00), intent=attack(Knight)
- team=A, type=Knight, HP=100.0, pos=(14.12,7.07), intent=attack(Knight)
- team=A, type=Knight, HP=78.0, pos=(14.16,9.00), intent=attack(Knight)
- team=A, type=Crossbowman, HP=35.0, pos=(9.62,6.62), intent=move_to(15.00,7.00)
- team=A, type=Crossbowman, HP=35.0, pos=(9.62,7.38), intent=move_to(15.00,7.00)
- team=A, type=Crossbowman, HP=35.0, pos=(9.62,9.38), intent=move_to(15.00,9.00)
- team=B, type=Pikeman, HP=55.0, pos=(16.00,6.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,7.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,8.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,9.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,10.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,11.00), intent=none
- team=B, type=Knight, HP=88.0, pos=(15.00,7.00), intent=attack(Knight)
- team=B, type=Knight, HP=94.0, pos=(15.00,9.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,5.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,7.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,9.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,11.00), intent=attack(Knight)

===== STEP 46 | temps simulé = 9.20 s =====
- team=A, type=Pikeman, HP=55.0, pos=(13.09,6.84), intent=move_to(15.00,7.00)
- team=A, type=Pikeman, HP=55.0, pos=(13.12,7.00), intent=move_to(15.00,7.00)
- team=A, type=Pikeman, HP=55.0, pos=(13.09,7.16), intent=move_to(15.00,7.00)
- team=A, type=Pikeman, HP=55.0, pos=(13.12,9.00), intent=move_to(15.00,9.00)
- team=A, type=Pikeman, HP=55.0, pos=(13.09,9.16), intent=move_to(15.00,9.00)
- team=A, type=Knight, HP=82.0, pos=(14.16,7.00), intent=attack(Knight)
- team=A, type=Knight, HP=100.0, pos=(14.12,7.07), intent=attack(Knight)
- team=A, type=Knight, HP=78.0, pos=(14.16,9.00), intent=attack(Knight)
- team=A, type=Crossbowman, HP=35.0, pos=(9.81,6.63), intent=move_to(15.00,7.00)
- team=A, type=Crossbowman, HP=35.0, pos=(9.81,7.37), intent=move_to(15.00,7.00)
- team=A, type=Crossbowman, HP=35.0, pos=(9.81,9.37), intent=move_to(15.00,9.00)
- team=B, type=Pikeman, HP=55.0, pos=(16.00,6.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,7.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,8.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,9.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,10.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,11.00), intent=none
- team=B, type=Knight, HP=88.0, pos=(15.00,7.00), intent=attack(Knight)
- team=B, type=Knight, HP=94.0, pos=(15.00,9.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,5.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,7.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,9.00), intent=attack(Knight)
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,11.00), intent=attack(Knight)

===== STEP 47 | temps simulé = 9.40 s =====
- team=A, type=Pikeman, HP=55.0, pos=(13.30,6.86), intent=move_to(15.00,7.00)
- team=A, type=Pikeman, HP=55.0, pos=(13.34,7.00), intent=move_to(15.00,7.00)
- team=A, type=Pikeman, HP=55.0, pos=(13.30,7.14), intent=move_to(15.00,7.00)
- team=A, type=Pikeman, HP=55.0, pos=(13.34,9.00), intent=move_to(15.00,9.00)
- team=A, type=Pikeman, HP=55.0, pos=(13.30,9.14), intent=move_to(15.00,9.00)
- team=A, type=Knight, HP=82.0, pos=(14.16,7.00), intent=attack(Knight)
- team=A, type=Knight, HP=100.0, pos=(14.12,7.07), intent=attack(Knight)
- team=A, type=Knight, HP=78.0, pos=(14.16,9.00), intent=attack(Knight)
- team=A, type=Crossbowman, HP=35.0, pos=(10.00,6.64), intent=move_to(15.00,7.00)
- team=A, type=Crossbowman, HP=35.0, pos=(10.00,7.36), intent=move_to(15.00,7.00)
- team=A, type=Crossbowman, HP=35.0, pos=(10.00,9.36), intent=move_to(15.00,9.00)
- team=B, type=Pikeman, HP=55.0, pos=(16.00,6.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,7.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,8.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,9.00), intent=none
